,extractor,n_features,selection_method,model,accuracy_avg,accuracy_std,precision_avg,precision_std,recall_avg,recall_std,f1_avg,f1_std
0,ResNet101,50,SelectKBest(k=50),KNeighborsClassifier(n_neighbors=15),0.8387205387205388,0.008585858585858605,0.8447597213513178,0.007269485505252019,0.9487692129576673,0.005971762148263545,0.8937301012420906,0.005446353099759731
1,ResNet101,50,SelectKBest(k=50),GaussianNB(),0.7963804713804714,0.004659377947171086,0.8558878087704382,0.004885211474165917,0.8599688308303021,0.008374079905501416,0.8578846991629288,0.0036882332375727206
2,ResNet101,50,SelectKBest(k=50),"SVC(C=1, gamma='auto', kernel='linear')",0.8388047138047139,0.004783930046593536,0.8403847366284873,0.003934994246676655,0.9560708128040398,0.002228303723780834,0.8945001676951803,0.0029894095147124204
3,ResNet101,50,"SelectFromModel(estimator=RandomForestClassifier(n_estimators=200, n_jobs=-1),
                max_features=50, threshold='1.25*median')",KNeighborsClassifier(n_neighbors=23),0.844949494949495,0.008275742226350484,0.8481033672447733,0.0062056877118233725,0.9539509487670639,0.00598953178562516,0.8979086275877993,0.005378387142802337
4,ResNet101,50,"SelectFromModel(estimator=RandomForestClassifier(n_estimators=200, n_jobs=-1),
                max_features=50, threshold='1.25*median')",GaussianNB(),0.7927609427609428,0.004969895427315,0.861457183544038,0.005488808646827376,0.8461890213255078,0.006914419896950546,0.8537246789021665,0.0036637270495607018
5,ResNet101,50,"SelectFromModel(estimator=RandomForestClassifier(n_estimators=200, n_jobs=-1),
                max_features=50, threshold='1.25*median')","SVC(C=1, gamma='auto', kernel='linear')",0.8413299663299665,0.008277454389858252,0.8421573558480515,0.006141118331053679,0.9574842403658772,0.004399120949271086,0.8961223170583488,0.005269403664472044
6,ResNet101,50,PCA(n_components=50),KNeighborsClassifier(n_neighbors=11),0.8291245791245793,0.007769684012938935,0.8444079941954288,0.00665999420794078,0.9328707872919081,0.005528053567753915,0.8864218211609742,0.004974285919084495
7,ResNet101,50,PCA(n_components=50),GaussianNB(),0.8207070707070707,0.007280049936174961,0.8415301711829286,0.00517086735287915,0.9229767943590458,0.006907285412764024,0.8803602285703411,0.004906738174978805
8,ResNet101,50,PCA(n_components=50),"SVC(C=10, gamma='auto')",0.859175084175084,0.004498447547436819,0.8594754183447819,0.004864485044414749,0.9599575306197577,0.0011802130137967607,0.9069338709157104,0.002705332077730255
9,ResNet101,100,SelectKBest(k=100),KNeighborsClassifier(n_neighbors=23),0.8405723905723906,0.00783958851978116,0.8456723048334913,0.006169752215221924,0.9504177958211406,0.004734903957863152,0.894983062144377,0.005011038467424665
10,ResNet101,100,SelectKBest(k=100),GaussianNB(),0.7857744107744107,0.0069768908367347235,0.8610122442422515,0.005783156861419177,0.8351193212109111,0.008332862957318122,0.8478390189994384,0.0052527276710055614
11,ResNet101,100,SelectKBest(k=100),"SVC(C=10, gamma='auto', kernel='linear')",0.8523569023569024,0.006147663177276193,0.8553781034252064,0.004686549789685146,0.9548939270727395,0.003928377950865714,0.9023966473809789,0.003968458758429884
12,ResNet101,100,"SelectFromModel(estimator=RandomForestClassifier(n_estimators=200, n_jobs=-1),
                max_features=100, threshold='1.25*median')",KNeighborsClassifier(n_neighbors=15),0.844023569023569,0.00906046154481629,0.8503846727605454,0.008071257433632963,0.9487692129576673,0.0038896311191413094,0.8968728354607862,0.005658236124874969
